Name,NSE Symbol,BSE Code,_id,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,Strength Vs Nifty 500 Monthly,SMA 20D,EV To EBITDA,Fixed Assets 3 Years Back,52WH Distance,52WL,Strength Vs Nifty 500 Weekly,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Fixed Assets Latest Year
Akzo Nobel India Ltd,AKZOINDIA,500710,AKZOINDIA,16640,3653.85,Paints / Varnishes,Paints/Varnish,38.6,4.16,3.49,17.1,5.43,12.5,-3.26,14.6,28.3,52.6,0,3529,24.2,543,7.99,2343.15,1,0.05,0.05,-0.4,0.47,74.8,0,41.8,16,526
Alacrity Securities Ltd,null,535916,535916,364,150.5,Finance - Investment / Others,Finance,31.7,null,null,253,-48.7,7.27,-6.35,10.6,73.2,145,10,157,21.1,0.95,15.8,11.7,51,0.04,null,0,0,65.7,0,36.6,null,0.86
Alankit Ltd,ALANKIT,531082,ALANKIT,677,24.97,IT Enabled Services / Business Process Outsourcing,IT - Software,28.1,2.72,-23.6,171,16.4,2.45,-1.73,0.08,19.5,49.5,9,26.6,16.6,67.6,15.7,10.15,44,0.16,0.14,0,0.6,54.1,2.12,8.76,167,50.3
Albert David Ltd,ALBERTDAVD,524075,ALBERTDAVD,862,1510,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,12.2,2.39,5.88,22.3,45.9,2.25,-2.07,29.7,17.2,38.2,13,1523,8.68,84,13.9,753.4,60,0.01,0.01,-0.63,0.15,62.1,0.09,25.2,19.5,83.4
Alembic Ltd,ALEMBICLTD,506235,ALEMBICLTD,3766,146.67,Construction - Factories / Offices / Commercial,Realty,13.5,22,20.4,15.3,-18.2,1.72,-6.92,3.5,42.4,78.1,13,157,32.6,134,13.2,76.35,25,0,0,-3.89,0.7,70.9,0,4.7,4.76,131
Alembic Pharmaceuticals Ltd,APLLTD,533573,APLLTD,23218,1181.2,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg,Pharmaceuticals,36.9,3.68,7.27,19.3,-24.5,4.82,-1.84,8.42,33,24.8,0,1128,24.4,1788,8.07,730.6,1,0.11,0.12,2.07,-0.03,69.6,0,12.9,14.8,2547
Algoquant Fintech Ltd,null,505725,505725,1001,1246.2,Finance - Investment / Others,Finance,92.3,14.3,192,783,-67.9,22.6,0.96,-0.87,3.03,1.44,19,1255,64.2,0,23.1,637.9,82,0.54,0,0,-0.09,65.9,0,21.8,394,1.73
Alicon Castalloy Ltd,ALICON,531147,ALICON,2376,1460.8,Castings - Steel / Alloy,"Castings, Forgings & Fastners",33.6,1.44,16.5,41.3,-7.3,4.28,0.86,14.3,14,79,3,1443,12.6,363,5.26,818.45,16,0.6,1.12,0.65,0.68,55.2,-0.51,13.7,61.3,472
Alkem Laboratories Ltd,ALKEM,539523,ALKEM,76013,6357.45,Pharmaceuticals - Indian - Bulk Drugs & Formln Lrg,Pharmaceuticals,35.3,5.97,6.18,78.3,80.7,7.38,1.43,11.9,24.6,26,0,6092,28,2793,1.28,3516.9,5,0.15,0.24,3.14,3.05,56.4,-0.78,17.7,49.8,2873
Alkyl Amines Chemicals Ltd,ALKYLAMINE,506767,ALKYLAMINE,11374,2224.45,Chemicals - Speciality - Large,Chemicals,77,7.95,-11.6,-24.9,27.1,8.97,-3.34,10.8,10.1,12.2,-28,2161,42.2,458,18.7,1871.3,-124,0,0.06,0.5,0.24,72,0,16.3,-24.3,1089
All E Technologies Ltd,ALLETEC,null,ALLETEC,894,442.5,Computers - Software - Medium / Small,IT - Software,41,7.33,32.3,56.4,11.4,7.51,2.48,3.55,56.1,78,5,452,29.6,2.03,13.7,152.35,35,0,0,null,null,50,null,22,73.7,3.62
Allcargo Gati Ltd,ACLGATI,532345,ACLGATI,1560,106.08,Trading - Medium / Small,Retail,null,0.93,-2.21,133,64.8,1.94,5.76,14.3,-3.45,2.84,-20,104,17,648,38.4,93.93,-93,0.61,0.57,4.12,5.31,46.9,-6.15,-0.54,-754,714
Allcargo Logistics Ltd,ALLCARGO,532749,ALLCARGO,6723,68.41,Miscellaneous - Large,Logistics,263,0.49,-13.4,-95,134,2.66,4.51,13,5.7,1.35,-12,68.8,14.1,2303,30.2,60.3,-55,0.73,0.79,1.02,-0.06,63.7,-6.26,3.13,-105,2834
Allcargo Terminals Ltd,ATL,543954,ATL,1139,46.37,Miscellaneous - Medium / Small,Miscellaneous,25.6,1.54,3.49,-7.76,3.58,4.8,-2.17,1.6,-10.8,-16.4,null,49.1,11.2,null,43.8,34.1,0,1.76,null,null,null,68.1,null,12.1,-21.8,498
Alliance Integrated Metaliks Ltd,null,534064,534064,808,20.45,Steel - Medium / Small,Steel,null,10.5,40.7,1153,8.28,-4.23,-9.51,-11.2,-26.9,42.1,6,23.9,6.4,295,40.4,8.8,31,-1.35,-0.85,0,-3.65,62.9,-8.41,-18.6,22.1,217
Allied Blenders & Distillers Ltd,ABDL,544203,ABDL,10068,359.95,Distilleries,Alcoholic Beverages,514,3.11,null,null,565,7.16,3.6,19.5,null,null,null,344,39.9,636,3.34,297,null,2.05,2.58,null,null,80.9,null,15.3,null,575
Allied Digital Services Ltd,ADSL,532875,ADSL,1710,306.25,Computers - Software - Medium / Small,IT - Software,35.9,2.45,3.11,475,-26.2,2.94,-1,44.1,105,123,13,266,18.1,175,4.27,116.05,43,0.1,0.11,0,1.68,52.1,-0.48,10.4,-14.2,202
Allsec Technologies Ltd,ALLSEC,532633,ALLSEC,1715,1125.65,IT Enabled Services / Business Process Outsourcing,IT - Software,25.8,3.49,19.8,57.3,54.1,6.99,1.17,10.2,-3.22,56.7,10,1118,11.6,32.1,10.1,590.05,33,0.18,0.08,0.45,0.56,73.4,0,30.6,34.4,78.2
Almondz Global Securities Ltd,ALMONDZ,531400,ALMONDZ,578,34.34,Securities/Commodities Trading Services,Stock/ Commodity Brokers,27.5,4.52,64.5,132,1.5,2.62,13.8,10.7,52,98,8,31.8,12.7,10.7,12.2,13.77,38,0.11,0.08,0,-10.7,56.4,-3.31,9.56,112,22.6
Alok Industries Ltd,ALOKINDS,521070,ALOKINDS,12979,26.14,Textiles - Weaving,Textiles,null,2.54,-20.3,14.2,4.2,-0.66,-2.06,3.32,-5.08,-4.6,0,27.2,442,5842,33.1,17.15,0,-1.32,-1.37,0.06,0.3,75,0,-4.07,13.9,5016
Alpa Laboratories Ltd,ALPA,532878,ALPA,258,122.5,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,13.6,2.46,10.1,45.4,43.7,1.7,5.11,26.2,40.5,41.9,0,112,10,6.41,4.63,73.1,1,0.03,0,-0.01,0.36,57.3,0,13.4,39.9,7.04
Alpex Solar Ltd,ALPEXSOLAR,null,ALPEXSOLAR,2013,822.6,Electric Equipment - General - Medium / Small,Capital Goods - Electrical Equipment,88.8,4.87,null,null,149,15.4,-7.91,1.83,1.98,175,null,875,48.6,13,27.3,278,null,0.27,0.54,null,null,68.8,null,21,null,17.4
Alphageo (India) Ltd,ALPHAGEO,526397,ALPHAGEO,271,426.05,Miscellaneous - Medium / Small,Miscellaneous,23.4,2.28,372,183,-1.23,0.97,1.48,-2.58,2.08,28.4,1,441,5.73,83.3,18.3,274.9,10,0,0.1,-0.02,0.08,46.1,-0.02,4.29,253,65.4
Alphalogic Industries Ltd,null,543937,543937,215,211.3,Engineering - Light - General - Medium / Small,Capital Goods-Non Electrical Equipment,91.5,4.53,164,7.31,11.7,11.3,-8.57,-27.9,-25.5,12.4,null,256,64.8,0.01,38.8,96,6,0.08,3.05,null,null,73.8,null,16.4,6.95,1.12
Alphalogic Techsys Ltd,null,542770,542770,1040,166.1,Computers - Software - Medium / Small,IT - Software,221,15.2,147,64.4,44.5,24.1,-1.51,-21.3,-27.3,190,37,174,119,0.1,46.4,26.19,50,0.12,0.21,0,0,73.8,0.78,17.2,61.8,1.16
Alufluoride Ltd,null,524634,524634,315,403.05,Aluminium Chemicals,Chemicals,17.4,1.94,11,28.4,-28.5,3.73,2.48,-9.41,-21.2,-17.1,-2,418,9.12,26.2,31.3,399.9,-11,0.3,0.62,0,0,59.9,0,24.7,18.5,64.1
Amal Ltd,null,506597,506597,409,330.45,Chemicals - Speciality - Medium / Small,Chemicals,85.2,4.55,33.6,128,21.6,5.85,-0.05,-1.91,-9.29,-8.72,-2,335,23.6,9.28,32.4,289.9,-6,0.34,0.17,0,0,71.3,0,6.95,137,86.4
Amara Raja Energy & Mobility Ltd,ARE&M,500008,ARE&M,25718,1405.15,Auto Ancillaries - Batteries,Auto Ancillaries,26.4,2.11,15.2,27.4,8.42,3.79,-0.45,-9.98,4.94,77.4,4,1483,14.2,2455,20.9,610.85,23,0.02,0.02,4.07,-11.4,32.9,4.8,18.3,19.9,3807
Amba Enterprises Ltd,null,539196,539196,263,207.55,Electric Equipment - General - Medium / Small,Capital Goods - Electrical Equipment,38.9,0.91,18.9,35.9,3.53,7.36,-0.77,-2.03,-13,60.8,13,211,26.4,2.77,21.5,83,57,0.33,0.12,0,0,43,0,18.5,40.8,2.13
Ambalal Sarabhai Enterprises Ltd,null,500009,500009,487,63.56,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,41.3,2.74,9.2,142,-96.1,3.55,-4.33,5.48,43.1,38.2,12,64.8,25,56.9,18.2,35.49,53,0.34,0.38,0,0,30.8,0,5.68,64.9,87.6
Amber Enterprises India Ltd,AMBER,540902,AMBER,15388,4558.75,Electronics - Others,Consumer Durables,96.4,2.07,9.2,0,-24.5,7.45,0.59,10,12.9,36.8,12,4426,27.3,1144,6.74,2878.95,56,0.75,0.22,3.06,4.23,39.9,-0.45,9.22,8.07,2825
Ambika Cotton Mills Ltd,AMBIKCO,531978,AMBIKCO,1035,1808.35,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg,Textiles,16.3,1.28,-0.61,-32,33.8,1.21,5.58,9.79,10.9,19.1,-23,1733,6.5,245,17.7,1447.4,-4,0.1,0,-0.07,-2.21,50.2,0,11,-30,232
Ambuja Cements Ltd,AMBUJACEM,500425,AMBUJACEM,154512,627.3,Cement - Major - North India,Cement,49.4,4.72,3.24,80.1,-48.2,3.11,-0.45,-2.06,-7.37,4.42,7,625,19.3,20486,11.3,416,13,0.02,0.02,-0.11,-2.87,70.3,7.13,14.7,52,32388
Ami Organics Ltd,AMIORG,543349,AMIORG,6303,1540.15,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,102,8.52,15.8,-54.6,-42.8,5.37,8.92,22.4,18.8,44.5,-8,1387,63.9,186,1.14,1066.8,-39,0.32,0.82,9.57,6.2,36,-3.42,13.5,-16.3,427
Amic Forging Ltd,null,544037,544037,1676,1598,Forgings - Medium / Small,"Castings, Forgings & Fastners",137,13.3,null,null,-5.75,25.9,6.29,9.59,32.1,159,null,1592,82.7,4.07,11.7,251.35,null,0.06,0.64,null,null,57.8,null,28,null,11.9
Amines & Plasticizers Ltd,AMNPLST,506248,AMNPLST,1826,331.9,Chemicals - Plasticizers,Chemicals,45,2.82,8.56,62.4,-33.1,8.3,4.29,4.92,30.1,108,11,324,25.4,73,7.55,125,50,0.39,0.52,0,0,73.2,0,21.9,65.3,80
Amrutanjan Health Care Ltd,AMRUTANJAN,590006,AMRUTANJAN,2273,786.1,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,53.5,5.32,10.3,-1.39,-66.2,7.88,-1.48,4.76,4.8,30.9,-23,798,34.5,23.3,8.87,578.85,-105,0.01,0.01,0.1,0.85,50.6,0.55,21.4,1.9,49.5
Anand Rathi Wealth Ltd,ANANDRATHI,543415,ANANDRATHI,16565,3955.25,Finance - Investment / Others,Finance,67.6,21,32.9,35.2,29.2,25.5,3.15,9.8,-1.01,10.6,17,3813,45.6,55.2,8.02,1428.7,88,0.08,0.13,-1.39,2.91,48.1,-0.66,44.5,35.8,152
Anant Raj Ltd,ANANTRAJ,515055,ANANTRAJ,22146,647.75,Construction - Factories / Offices / Commercial,Realty,73.5,13.5,47.1,78.9,2.02,6.05,6.43,10.5,52.6,117,25,610,54,43,1.86,216,109,0.17,0.59,5.96,2.46,60,-3.21,7.88,62.2,71
Andhra Cements Ltd,ACL,532141,ACL,848,92.03,Cement - Major - South India,Cement,null,2.67,2309,-107,-25.6,2.86,4.69,-0.85,-8.85,7.14,-3,91.1,49.5,878,33.9,81.55,-17,2.28,-1.42,0.33,0,90,-5,-5.21,-74.4,815
Andhra Paper Ltd,ANDHRAPAP,502330,ANDHRAPAP,2127,106.95,Paper - Large,Paper,8.56,1.3,-22.8,-55.2,-27.9,1.12,-4.93,2.34,-4.49,6.76,-6,112,5.37,619,20.8,98.4,-5,0.06,0.04,-2.53,0.35,72.3,0,22.9,-56.4,795
Andhra Petrochemicals Ltd,null,500012,500012,857,100.83,Chemicals - Alcohol-based,Chemicals,11,1.18,15.9,1122,-63.8,1.54,4.41,7.78,-14.3,24.9,0,99.2,4.89,235,20.5,75.95,-2,0.15,0.26,0,0.89,45,0,14.8,1368,209
Andhra Sugars Ltd,ANDHRSUGAR,590062,ANDHRSUGAR,1551,114.47,Chlor-Alkali,Chemicals,21.4,0.82,-14.5,-48.5,-39.6,0.98,2.19,6.04,-8.62,16.3,-20,113,9.3,711,11.3,95.35,-90,0.02,0.15,0,-0.64,47.2,0.11,5.42,-70.6,806
Andrew Yule & Company Ltd,ANDREWYU,526173,ANDREWYU,2331,47.67,Diversified - Medium / Small,Diversified,null,7.72,-19.3,-1982,55.6,6.87,-2.95,-9.89,12.5,33.6,0,52.5,-52.7,94.4,30.8,30.48,0,0.34,0.23,2.2,-0.03,89.2,0,-12.7,-697,142
Angel One Ltd,ANGELONE,543235,ANGELONE,23266,2581.2,Securities/Commodities Trading Services,Stock/ Commodity Brokers,19.4,4.78,55.7,28.8,-13.9,5.13,5.11,19.5,-0.8,-1.67,0,2547,8,111,33.7,1866,0,0.84,1.04,5.31,-1.68,35.6,-2.66,29.4,29.5,406
Anik Industries Ltd,ANIKINDS,519383,ANIKINDS,249,89.63,Construction - Housing - Medium / Small,Realty,null,2.67,13.8,-176,133,0.65,3.02,34.8,69.5,104,6,81.2,132,149,6.55,36.1,33,0.02,0.27,0,4,37.8,0,3.01,-78.9,146
Anjani Portland Cement Ltd,APCL,518091,APCL,526,179.06,Cement - Mini - South India,Cement,null,0.9,-6.11,30.2,-318,1.79,-1.55,-3.53,-10.1,1.71,-27,185,39.7,249,22.8,166.95,-122,1.45,2.61,0,0.01,75,0,-2.52,18.3,846
Anlon Technology Solutions Ltd,ANLON,null,ANLON,267,426.8,Miscellaneous - Medium / Small,Miscellaneous,59.1,7.63,6.38,1.8,3.6,4.88,-2.27,-10.1,4.01,1.74,4,454,38,1.59,29.7,237,31,0.12,0.66,null,null,62.1,null,20.3,-0.94,4.01
Annapurna Swadisht Ltd,ANNAPURNA,null,ANNAPURNA,915,419.2,Food - Processing - Others,FMCG,64.3,3.45,65.6,98.6,16.6,3.3,-3.79,4.3,40.8,27.8,0,444,33.9,null,15.3,275,2,0.49,null,null,null,48.7,null,14.1,94.9,23.6
Antony Waste Handling Cell Ltd,AWHCL,543254,AWHCL,2138,753.45,Miscellaneous - Medium / Small,Miscellaneous,25,2.43,4.52,25.6,-29.4,3.73,10,1.46,65.2,61.1,11,719,11.6,253,16.5,325.05,50,0.78,0.27,-0.94,-2.36,46.1,-0.15,14.6,-1.96,662
Anuh Pharma Ltd,null,506260,506260,1068,213.05,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,18.5,1.71,8.73,42.4,-38.1,3.67,3.32,7.14,-8.29,-6.39,14,210,12.8,71.4,19.6,128.75,59,0.01,0.07,0,0.03,69.9,-0.68,26.8,41.4,48.9
Anupam Rasayan India Ltd,ANURAS,543275,ANURAS,8399,764.65,Chemicals - Speciality - Large,Chemicals,89.4,6.25,-18.7,-44.1,-69.8,3.15,0.2,-4.96,-2.98,-16,-5,777,25.9,1115,30.9,747.7,-28,0.39,0.27,-1.09,-2.65,61.2,0.46,8.65,-44,1501
Anzen India Energy Yield Plus Trust,ANZEN,543655,ANZEN,1606,101.66,Power Generation And Supply,Power Infrastructure,null,6.61,null,null,76.4,1.19,null,null,-0.14,1.66,null,null,10.3,null,0.87,100,null,0.56,null,-1.9,0,71,-3.42,1.72,null,1912
Apar Industries Ltd,APARINDS,532259,APARINDS,42516,10584.45,Electric Equipment - General - Large,Capital Goods - Electrical Equipment,51.1,2.61,9.21,16.4,-14.3,11,16.6,25.6,26.4,73.8,40,9161,25.4,878,0.38,5136.1,168,0.12,0.23,2.31,4.04,57.8,-2.87,34.2,15.8,1193
Apcotex Industries Ltd,APCOTEXIND,523694,APCOTEXIND,2244,432.85,Rubber - Synthetic,Chemicals,39.7,1.9,12.6,-34.6,-3.33,4.29,-0.09,3.13,-1.15,0.98,-16,443,19.2,145,23.2,402.9,-72,0.36,0.05,0.57,0,58.2,0,12.6,-33.2,384
Apeejay Surrendra Park Hotels Ltd,PARKHOTELS,544111,PARKHOTELS,3713,174,Hotels - Large,Hotels & Restaurants,63,6.35,null,null,-110,3.1,1.86,-0.06,0.82,-8.73,null,176,18.2,null,26,163.85,null,0.08,null,null,null,68.1,null,11.8,null,1011
Apex Frozen Foods Ltd,APEX,540692,APEX,794,254.1,Aquaculture,Miscellaneous,53.8,1.08,-25.6,-29.5,1156,1.6,-1.26,-4.22,10.8,26.3,-21,264,21,250,21.6,200.2,-97,0.22,0.38,-4.04,1.26,72.6,0,4.9,-36.9,254
Apollo Finvest (India) Ltd,null,512437,512437,342,915.85,NBFC-Others,Finance,45.1,15,-32.1,-29.8,209,5.69,6.9,3.71,1.38,-2.05,8,903,33.2,1.09,32.7,504.6,39,0.11,0.83,0,-0.06,70.7,-0.01,15.6,-36.5,1.24
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,508869,APOLLOHOSP,101100,7031.35,Hospitals / Medical Services,Healthcare,97.7,5.12,14.5,55.2,22.1,14.6,2.49,5.15,13.3,17.5,0,6877,39.1,6773,0.97,4856,4,0.77,0.87,4.83,-4,29.3,0,14.9,32.7,9660
Apollo Micro Systems Ltd,APOLLO,540879,APOLLO,3418,111.53,Electronics - Others,Aerospace & Defence,89.9,8.44,33.7,122,-34.8,6.2,9.68,2.26,7.54,9.24,29,105,36.1,49.3,31,55.75,120,0.39,0.38,-3.63,7.25,55.1,-3.99,10.4,76.7,144
Apollo Pipes Ltd,APOLLOPIPE,531761,APOLLOPIPE,2606,630.1,Plastics - Pipes,Plastic products,61.2,3.63,191,124,101,4.2,-0.1,16.7,-5.81,-4.28,-5,610,35.4,37.3,21.1,557.7,-28,0.11,0.91,4.1,1.58,45.9,-4.91,11,116,497
Apollo Sindoori Hotels Ltd,APOLSINHOT,null,APOLSINHOT,432,1659.45,Hotels - Medium,Hotels & Restaurants,42.4,1.48,7.78,-11.3,-14,5.32,-4.19,17,7.11,-6.35,-4,1618,20.3,14.1,37.4,1415.9,-21,0.81,0.22,0,0.04,64.7,0,13.4,-8.02,15.6
Apollo Tyres Ltd,APOLLOTYRE,500877,APOLLOTYRE,33429,526.35,Tyres - Large,Tyres,19.7,1.31,2.4,27.2,-14.7,2.4,2.73,8.49,10.5,11.3,0,508,8.61,16420,7.34,371.45,0,0.35,0.64,7.91,-8.96,37.4,0.02,15.5,41.9,17006
Aptech Ltd,APTECHT,532475,APTECHT,1346,232.17,Computers - Education,Computer Education,46.9,3.21,-20,-64.3,84,5.18,1.74,8.5,0.09,9.39,-9,232,27.8,20.4,24.9,209.49,-38,0.03,0.01,2,-5.81,47.4,0,18.2,-56.2,27.6
Aptus Value Housing Finance India Ltd,APTUS,543335,APTUS,16588,332.2,Finance - Housing - Medium / Small,Finance,26,11.4,25.5,21.9,4.71,4.41,5.06,9.8,-5,5.83,-5,320,17.1,9.56,15.3,279,-19,1.38,1.27,6.18,8.66,54,-8.23,13.2,21.3,21.9
Archean Chemical Industries Ltd,ACI,543657,ACI,8633,699.6,Chemicals - Speciality - Large,Chemicals,31.9,7.19,-13.3,-31.1,-22.1,5.07,-0.17,-6.69,3.98,17.3,0,743,19.9,null,16.5,527.95,-4,0.06,null,3.34,5.47,53.5,-0.15,24.2,-30.7,1160
Archidply Industries Ltd,ARCHIDPLY,532994,ARCHIDPLY,266,133.69,Decoratives - Wood-based,Plywood Boards/Laminates,116,0.59,4.92,-77.9,-681,2.38,5.91,-4.53,23.2,53.1,1,135,18.5,null,12.6,67.15,6,1.33,null,0,0,69.9,0,7.57,-57.6,148
Arfin India Ltd,null,539151,539151,664,39.36,Aluminium - Sheets / Coils / Wires / Others,Non Ferrous Metals,74.3,1.28,-5.12,-9.9,38.1,4.46,5.61,5.66,-14.9,-33.2,-1,38.2,24.6,61.5,37.2,36.39,-10,1.24,1.59,0,2.41,69.8,-4.32,13.1,-1.8,65.5
Arham Technologies Ltd,ARHAM,null,ARHAM,236,139.3,Electronics - TV / Audio / VCR / VCP,Consumer Durables,48.4,4.31,12.8,37.2,86.5,9.88,7.11,-0.5,1.53,41.3,5,136,27.9,3.46,25.9,50.65,36,0.83,1.98,null,null,72.3,null,18.9,49.4,10.2
Aries Agro Ltd,ARIES,532935,ARIES,370,284.45,Fertilizers - Phosphatic - Single Super Phosphate,Fertilizers,16.8,0.68,16.5,62,214,1.42,0.99,4.48,16.1,13.1,7,292,7.13,54.9,17,165.95,32,0.28,0.66,0,1.3,52.7,0,15.2,47.9,96.1
Arihant Capital Markets Ltd,ARIHANTCAP,511605,ARIHANTCAP,1223,117.44,Securities/Commodities Trading Services,Stock/ Commodity Brokers,15.7,4.62,81.5,134,-23.7,3.79,16.1,56.1,69.4,119,7,92,6.69,18.1,5.21,54.7,5,0.31,0.31,0,-0.04,69.8,-4.31,24.6,134,14.9
Arihant Foundations & Housing Ltd,null,531381,531381,318,369.6,Construction - Housing - Medium / Small,Realty,15.4,2.52,50.4,98.1,957,1.66,0.83,3.31,118,210,18,385,9.21,18.7,13.4,49.49,51,0.62,4.43,0,0,42.9,0,11.9,83.7,20.6
Arihant Superstructures Ltd,ARIHANTSUP,506194,ARIHANTSUP,1463,355.4,Construction - Housing - Medium / Small,Realty,28.7,3.13,10.9,3.45,-88.6,5.68,1.44,15.4,4.5,6.52,7,326,19.7,8.98,14.6,174,36,1.81,1.81,-0.51,-0.61,74.7,0,15.1,9.08,9.4
Arman Financial Services Ltd,ARMANFIN,531179,ARMANFIN,1869,1783.7,NBFC-Others,Finance,11.4,2.69,40.6,39.8,-38.4,2.3,7.72,5.37,-27.4,-3.99,-3,1689,6.12,4.08,33.4,1632.55,-17,2.12,3.86,5.35,0.31,22.1,-5.18,19.4,41.3,7.66
Arrow Greentech Ltd,ARROWGREEN,516064,ARROWGREEN,1305,864.75,Plastics - Others,Plastic products,32.4,7.63,21.3,53.6,101,10.3,2.07,4.44,49.9,117,22,852,21.2,25.8,15.8,344.9,93,0.01,0.06,0,0.42,68.6,0,31.7,49.9,33.1
Artemis Electricals & Projects Ltd,null,542670,542670,765,30.48,Electric Equipment - General - Medium / Small,Capital Goods - Electrical Equipment,218,18,-34.4,-63.7,-39.7,9.74,2.45,3.99,-6.27,4.6,23,30.8,111,null,57.9,15.35,91,0.16,null,0,-0.26,72.5,0.23,6.84,-61.6,17.3
Artemis Medicare Services Ltd,ARTEMISMED,542919,ARTEMISMED,4034,293.15,Hospitals / Medical Services,Healthcare,72,4.52,14.4,41.5,15.5,10.6,5.58,20,63.1,89.4,39,276,27.9,383,3.79,138.75,169,0.71,0.46,2.04,0.09,67.5,-0.52,13,45,719
Artson Engineering Ltd,null,522134,522134,701,190,Engineering - Turnkey Services,Capital Goods-Non Electrical Equipment,154,6.32,-18.4,126,-137,-10.7,-4.98,15.6,-1.04,22.4,0,171,60.7,9.62,13.8,144.2,27,69.6,469,0.04,0,75,0,19.2,105,16.6
Arunjyoti Bio Ventures Ltd,null,530881,530881,219,117.4,Trading - Medium / Small,Trading,168,7.91,510,319,34.1,11.9,8.2,39,44.7,115,25,111,40.9,0,14.6,28.96,108,29.1,0,0,0,61.8,12.8,1.49,154,40.5
Arvee Laboratories (India) Ltd,ARVEE,null,ARVEE,202,182.99,Chemicals - Speciality - Medium / Small,Chemicals,134,6.07,-43.7,-56.5,683,6.93,0.37,-4.66,-7.06,40.1,16,184,45.5,13.2,41.9,111,25,0.03,0.21,0,0,73.5,0,6.84,-53.9,12.7
Arvind Fashions Ltd,ARVINDFASN,542484,ARVINDFASN,7861,590.1,Trading - Medium / Small,Trading,104,1.81,4.09,110,-64.9,7.84,6.36,24.1,23.3,30.5,7,548,14.9,1045,1.13,321.8,36,1.14,2.97,1.98,-0.19,35.2,-1.61,13.8,31.6,896
Arvind Ltd,ARVIND,500101,ARVIND,10588,404.55,Textiles - Denim Fabric,Textiles,34.3,1.37,-2.14,-14.2,-58.1,3,3.49,0.92,7.12,55,15,400,13.9,3568,3.98,168.9,69,0.41,0.77,4.9,6.8,39.6,-1.55,12.3,8.16,3234
Arvind SmartSpaces Ltd,ARVSMART,539301,ARVSMART,3334,731.85,Construction - Housing - Medium / Small,Realty,91.5,9.55,33.2,58,-76.3,6.71,-1.47,4.16,7.86,22.5,35,730,32.6,9.25,11.4,321.85,155,0.22,0.54,0.85,1.12,50.3,-0.17,19.3,65.5,53.2
Aryaman Capital Markets Ltd,null,538716,538716,243,203,Finance - Investment / Others,Finance,37.7,null,null,336,35.8,5.9,null,15.7,59.8,82.7,null,154,21.5,1.14,0,60,null,1.12,null,0,0,74.3,0,12.8,null,1.33
Aryaman Financial Services Ltd,null,530245,530245,468,400.45,NBFC-Others,Finance,22.8,7.13,17.6,564,377,6.42,-3.48,10.3,48.1,62.8,23,404,10.7,2.38,7.94,142,106,0.63,0.78,0,0,62.2,0,29.9,529,2.29
Asahi India Glass Ltd,ASAHIINDIA,515030,ASAHIINDIA,16612,683.35,Glass - Sheet / Float,Glass & Glass Products,55.1,3.8,4.85,-16.5,4.7,7.06,-2.56,7.03,10.2,34.1,-1,667,25.4,2221,5.35,515.75,-10,0.84,1.1,-0.25,0.32,54.2,0,13.3,-22.9,2616
Asahi Songwon Colors Ltd,ASAHISONG,532853,ASAHISONG,598,507.25,Dyes And Pigments - Medium / Small,Chemicals,83.2,1.31,2.46,194,381,2.54,-1.33,-2.41,27.7,58.3,7,522,12.8,129,13.9,245,31,0.84,0.08,0,0.07,66.8,0.04,1.12,118,275
Ashapura Minechem Ltd,ASHAPURMIN,527001,ASHAPURMIN,2941,321.5,Mining / Minerals,Mining & Mineral products,18.3,1.21,-1.06,18.4,-14.3,3.18,10.2,-2.63,-23.4,-3.74,0,325,10.3,525,33.5,295,-1,1.06,1.53,0.31,-0.65,45.4,0.06,11.1,-39.9,575
Ashapuri Gold Ornament Ltd,null,542579,542579,253,7.58,Diamond Cutting / Jewellery - Medium / Small,"Diamond, Gems and Jewellery",26.1,1.34,45.4,855,-12.7,1.82,2.99,3.55,-19.8,-19.9,-2,7.9,17.5,7.96,53.4,7.09,-12,0.02,0,0,-2.58,48.1,-14.1,11.4,856,5.88
Ashiana Housing Ltd,ASHIANA,523716,ASHIANA,3514,349.6,Construction - Housing - Medium / Small,Realty,52.4,3.74,113,135,-131,4.59,10.1,1.07,-20.8,26.2,17,338,34.4,58.1,25.5,202,77,0.33,0.09,-0.69,0.67,61.1,-0.11,8.7,162,73.2
